"","x"
"REGION PROPERTIES: FRACTAL DIMENSION OF LARGEST REGION OF NECROSIS_HE",2
"REGION PROPERTIES: FRACTAL DIMENSION OF LARGEST REGION OF STROMA_HE",3
"REGION PROPERTIES: FRACTAL DIMENSION OF LARGEST REGION OF TUMOR_HE",19
"REGION PROPERTIES: FRACTAL DIMENSION OF NECROSIS_HE",2
"REGION PROPERTIES: FRACTAL DIMENSION OF STROMA_HE",3
"REGION PROPERTIES: FRACTAL DIMENSION OF TUMOR_HE",19
"REGION PROPERTIES: LACUNARITY OF EPITHELIAL_HE",6
"REGION PROPERTIES: LACUNARITY OF ESI_0080_HE",6
"REGION PROPERTIES: LACUNARITY OF LARGEST REGION OF EPITHELIAL_HE",4
"REGION PROPERTIES: LACUNARITY OF LARGEST REGION OF ESI_0080_HE",3
"REGION PROPERTIES: LACUNARITY OF LARGEST REGION OF NECROSIS_HE",20
"REGION PROPERTIES: LACUNARITY OF LARGEST REGION OF STROMA_HE",3
"REGION PROPERTIES: LACUNARITY OF LARGEST REGION OF TUMOR_HE",6
"REGION PROPERTIES: LACUNARITY OF NECROSIS_HE",2
"REGION PROPERTIES: LACUNARITY OF STROMA_HE",3
"REGION PROPERTIES: LACUNARITY OF TUMOR_HE",6
"REGION PROPERTIES: MAJOR AXIS LENGTH (MM) OF LARGEST REGION OF EPITHELIAL_HE",11
"REGION PROPERTIES: MAJOR AXIS LENGTH (MM) OF LARGEST REGION OF ESI_0080_HE",3
"REGION PROPERTIES: MAJOR AXIS LENGTH (MM) OF LARGEST REGION OF NECROSIS_HE",2
"REGION PROPERTIES: MAJOR AXIS LENGTH (MM) OF LARGEST REGION OF STROMA_HE",3
"REGION PROPERTIES: MAJOR AXIS LENGTH (MM) OF LARGEST REGION OF TUMOR_HE",1
"REGION PROPERTIES: MINOR AXIS LENGTH (MM) OF LARGEST REGION OF EPITHELIAL_HE",11
"REGION PROPERTIES: MINOR AXIS LENGTH (MM) OF LARGEST REGION OF ESI_0080_HE",3
"REGION PROPERTIES: MINOR AXIS LENGTH (MM) OF LARGEST REGION OF NECROSIS_HE",2
"REGION PROPERTIES: MINOR AXIS LENGTH (MM) OF LARGEST REGION OF STROMA_HE",3
"REGION PROPERTIES: MINOR AXIS LENGTH (MM) OF LARGEST REGION OF TUMOR_HE",1
"REGION PROPERTIES: NUMBER OF REGIONS OF EPITHELIAL_HE",19
"REGION PROPERTIES: NUMBER OF REGIONS OF ESI_0080_HE",19
"REGION PROPERTIES: NUMBER OF REGIONS OF NECROSIS_HE",2
"REGION PROPERTIES: NUMBER OF REGIONS OF STROMA_HE",19
"REGION PROPERTIES: NUMBER OF REGIONS OF TUMOR_HE",19
"REGION PROPERTIES: NUMBER OF SIGNIFICANT REGIONS OF EPITHELIAL_HE",11
"REGION PROPERTIES: NUMBER OF SIGNIFICANT REGIONS OF ESI_0080_HE",3
"REGION PROPERTIES: NUMBER OF SIGNIFICANT REGIONS OF NECROSIS_HE",20
"REGION PROPERTIES: NUMBER OF SIGNIFICANT REGIONS OF STROMA_HE",3
"REGION PROPERTIES: NUMBER OF SIGNIFICANT REGIONS OF TUMOR_HE",3
"REGION PROPERTIES: PERIMETER (MM) OF LARGEST REGION OF EPITHELIAL_HE",11
"REGION PROPERTIES: PERIMETER (MM) OF LARGEST REGION OF ESI_0080_HE",19
"REGION PROPERTIES: PERIMETER (MM) OF LARGEST REGION OF NECROSIS_HE",2
"REGION PROPERTIES: PERIMETER (MM) OF LARGEST REGION OF STROMA_HE",3
"REGION PROPERTIES: PERIMETER (MM) OF LARGEST REGION OF TUMOR_HE",19
"REGION PROPERTIES: PERIMETER^2 / AREA OF EPITHELIAL_HE",19
"REGION PROPERTIES: PERIMETER^2 / AREA OF ESI_0080_HE",19
"REGION PROPERTIES: PERIMETER^2 / AREA OF LARGEST REGION OF EPITHELIAL_HE",11
"REGION PROPERTIES: PERIMETER^2 / AREA OF LARGEST REGION OF ESI_0080_HE",19
"REGION PROPERTIES: PERIMETER^2 / AREA OF LARGEST REGION OF NECROSIS_HE",2
"REGION PROPERTIES: PERIMETER^2 / AREA OF LARGEST REGION OF STROMA_HE",3
"REGION PROPERTIES: PERIMETER^2 / AREA OF LARGEST REGION OF TUMOR_HE",19
"REGION PROPERTIES: PERIMETER^2 / AREA OF NECROSIS_HE",2
"REGION PROPERTIES: PERIMETER^2 / AREA OF SIGNIFICANT REGIONS OF EPITHELIAL_HE",19
"REGION PROPERTIES: PERIMETER^2 / AREA OF SIGNIFICANT REGIONS OF ESI_0080_HE",19
"REGION PROPERTIES: PERIMETER^2 / AREA OF SIGNIFICANT REGIONS OF NECROSIS_HE",2
"REGION PROPERTIES: PERIMETER^2 / AREA OF SIGNIFICANT REGIONS OF STROMA_HE",3
"REGION PROPERTIES: PERIMETER^2 / AREA OF SIGNIFICANT REGIONS OF TUMOR_HE",19
"REGION PROPERTIES: PERIMETER^2 / AREA OF STROMA_HE",19
"REGION PROPERTIES: PERIMETER^2 / AREA OF TUMOR_HE",19
"REGION PROPERTIES: SOLIDITY OF LARGEST REGION OF EPITHELIAL_HE",7
"REGION PROPERTIES: SOLIDITY OF LARGEST REGION OF ESI_0080_HE",5
"REGION PROPERTIES: SOLIDITY OF LARGEST REGION OF NECROSIS_HE",2
"REGION PROPERTIES: SOLIDITY OF LARGEST REGION OF STROMA_HE",4
"REGION PROPERTIES: SOLIDITY OF LARGEST REGION OF TUMOR_HE",6
"REGION PROPERTIES: STANDARD DEVIATION OF ECCENTRICITIES OF SIGNIFICANT REGIONS OF EPITHELIAL_HE",11
"REGION PROPERTIES: STANDARD DEVIATION OF ECCENTRICITIES OF SIGNIFICANT REGIONS OF ESI_0080_HE",3
"REGION PROPERTIES: STANDARD DEVIATION OF ECCENTRICITIES OF SIGNIFICANT REGIONS OF NECROSIS_HE",18
"REGION PROPERTIES: STANDARD DEVIATION OF ECCENTRICITIES OF SIGNIFICANT REGIONS OF STROMA_HE",3
"REGION PROPERTIES: STANDARD DEVIATION OF ECCENTRICITIES OF SIGNIFICANT REGIONS OF TUMOR_HE",3
"REGION PROPERTIES: STANDARD DEVIATION OF EXTENTS OF SIGNIFICANT REGIONS OF EPITHELIAL_HE",11
"REGION PROPERTIES: STANDARD DEVIATION OF EXTENTS OF SIGNIFICANT REGIONS OF ESI_0080_HE",3
"REGION PROPERTIES: STANDARD DEVIATION OF EXTENTS OF SIGNIFICANT REGIONS OF NECROSIS_HE",20
"REGION PROPERTIES: STANDARD DEVIATION OF EXTENTS OF SIGNIFICANT REGIONS OF STROMA_HE",3
"REGION PROPERTIES: STANDARD DEVIATION OF EXTENTS OF SIGNIFICANT REGIONS OF TUMOR_HE",3
"REGION PROPERTIES: STANDARD DEVIATION OF SOLIDITIES OF SIGNIFICANT REGIONS OF EPITHELIAL_HE",11
"REGION PROPERTIES: STANDARD DEVIATION OF SOLIDITIES OF SIGNIFICANT REGIONS OF ESI_0080_HE",3
"REGION PROPERTIES: STANDARD DEVIATION OF SOLIDITIES OF SIGNIFICANT REGIONS OF NECROSIS_HE",20
"REGION PROPERTIES: STANDARD DEVIATION OF SOLIDITIES OF SIGNIFICANT REGIONS OF STROMA_HE",3
"REGION PROPERTIES: STANDARD DEVIATION OF SOLIDITIES OF SIGNIFICANT REGIONS OF TUMOR_HE",3
"REGION PROPERTIES: TOTAL CONVEX AREA (MM2) OF EPITHELIAL_HE",1
"REGION PROPERTIES: TOTAL CONVEX AREA (MM2) OF ESI_0080_HE",1
"REGION PROPERTIES: TOTAL CONVEX AREA (MM2) OF NECROSIS_HE",2
"REGION PROPERTIES: TOTAL CONVEX AREA (MM2) OF STROMA_HE",3
"REGION PROPERTIES: TOTAL CONVEX AREA (MM2) OF TUMOR_HE",1
"REGION PROPERTIES: TOTAL EULER NUMBER OF EPITHELIAL_HE",4
"REGION PROPERTIES: TOTAL EULER NUMBER OF ESI_0080_HE",19
"REGION PROPERTIES: TOTAL EULER NUMBER OF NECROSIS_HE",1
"REGION PROPERTIES: TOTAL EULER NUMBER OF STROMA_HE",3
"REGION PROPERTIES: TOTAL EULER NUMBER OF TUMOR_HE",19
"REGION PROPERTIES: TOTAL FILLED AREA (MM2) OF EPITHELIAL_HE",1
"REGION PROPERTIES: TOTAL FILLED AREA (MM2) OF ESI_0080_HE",1
"REGION PROPERTIES: TOTAL FILLED AREA (MM2) OF NECROSIS_HE",2
"REGION PROPERTIES: TOTAL FILLED AREA (MM2) OF STROMA_HE",3
"REGION PROPERTIES: TOTAL FILLED AREA (MM2) OF TUMOR_HE",1
"REGION PROPERTIES: TOTAL MAJOR AXIS LENGTH (MM) OF EPITHELIAL_HE",19
"REGION PROPERTIES: TOTAL MAJOR AXIS LENGTH (MM) OF ESI_0080_HE",19
"REGION PROPERTIES: TOTAL MAJOR AXIS LENGTH (MM) OF NECROSIS_HE",2
"REGION PROPERTIES: TOTAL MAJOR AXIS LENGTH (MM) OF STROMA_HE",19
"REGION PROPERTIES: TOTAL MAJOR AXIS LENGTH (MM) OF TUMOR_HE",19
"REGION PROPERTIES: TOTAL MINOR AXIS LENGTH (MM) OF EPITHELIAL_HE",19
"REGION PROPERTIES: TOTAL MINOR AXIS LENGTH (MM) OF ESI_0080_HE",19
"REGION PROPERTIES: TOTAL MINOR AXIS LENGTH (MM) OF NECROSIS_HE",2
"REGION PROPERTIES: TOTAL MINOR AXIS LENGTH (MM) OF STROMA_HE",19
"REGION PROPERTIES: TOTAL MINOR AXIS LENGTH (MM) OF TUMOR_HE",19
"REGION PROPERTIES: TOTAL PERIMETER (MM) OF EPITHELIAL_HE",19
"REGION PROPERTIES: TOTAL PERIMETER (MM) OF ESI_0080_HE",19
"REGION PROPERTIES: TOTAL PERIMETER (MM) OF NECROSIS_HE",2
"REGION PROPERTIES: TOTAL PERIMETER (MM) OF STROMA_HE",3
"REGION PROPERTIES: TOTAL PERIMETER (MM) OF TUMOR_HE",19
"TOTAL [CANCER CELLS] IN [EPITHELIAL] SELECTED BY [FIBROBLAST_RADIUS_80]_HE",1
"TOTAL [CANCER CELLS] IN [EPITHELIAL] SELECTED BY [LYMPHOCYTE_RADIUS_80]_HE",1
"TOTAL [CANCER CELLS] IN [EPITHELIAL] SELECTED BY [MACROPHAGE_RADIUS_80]_HE",1
"TOTAL [CANCER CELLS] IN [EPITHELIAL] SELECTED BY [PLASMA_RADIUS_80]_HE",1
"TOTAL [CANCER CELLS] IN [EPITHELIAL]_HE",1
"TOTAL [CANCER CELLS] IN [ESI_0080] SELECTED BY [FIBROBLAST_RADIUS_80]_HE",1
"TOTAL [CANCER CELLS] IN [ESI_0080] SELECTED BY [LYMPHOCYTE_RADIUS_80]_HE",1
"TOTAL [CANCER CELLS] IN [ESI_0080] SELECTED BY [MACROPHAGE_RADIUS_80]_HE",1
"TOTAL [CANCER CELLS] IN [ESI_0080] SELECTED BY [PLASMA_RADIUS_80]_HE",1
"TOTAL [CANCER CELLS] IN [ESI_0080]_HE",1
"TOTAL [CANCER CELLS] IN [STROMA] SELECTED BY [FIBROBLAST_RADIUS_80]_HE",1
"TOTAL [CANCER CELLS] IN [STROMA] SELECTED BY [LYMPHOCYTE_RADIUS_80]_HE",1
"TOTAL [CANCER CELLS] IN [STROMA] SELECTED BY [MACROPHAGE_RADIUS_80]_HE",1
"TOTAL [CANCER CELLS] IN [STROMA] SELECTED BY [PLASMA_RADIUS_80]_HE",1
"TOTAL [CANCER CELLS] IN [STROMA]_HE",1
"TOTAL [CANCER CELLS] IN [TUMOR] SELECTED BY [FIBROBLAST_RADIUS_80]_HE",1
"TOTAL [CANCER CELLS] IN [TUMOR] SELECTED BY [LYMPHOCYTE_RADIUS_80]_HE",1
"TOTAL [CANCER CELLS] IN [TUMOR] SELECTED BY [MACROPHAGE_RADIUS_80]_HE",1
"TOTAL [CANCER CELLS] IN [TUMOR] SELECTED BY [PLASMA_RADIUS_80]_HE",1
"TOTAL [CANCER CELLS] IN [TUMOR]_HE",1
"TOTAL [FIBROBLAST CELLS] IN [EPITHELIAL]_HE",14
"TOTAL [FIBROBLAST CELLS] IN [ESI_0080]_HE",3
"TOTAL [FIBROBLAST CELLS] IN [STROMA]_HE",3
"TOTAL [FIBROBLAST CELLS] IN [TUMOR]_HE",3
"TOTAL [LYMPHOCYTE CELLS] IN [EPITHELIAL]_HE",1
"TOTAL [LYMPHOCYTE CELLS] IN [ESI_0080]_HE",1
"TOTAL [LYMPHOCYTE CELLS] IN [STROMA]_HE",1
"TOTAL [LYMPHOCYTE CELLS] IN [TUMOR]_HE",1
"TOTAL [MACROPHAGE CELLS] IN [EPITHELIAL]_HE",7
"TOTAL [MACROPHAGE CELLS] IN [ESI_0080]_HE",1
"TOTAL [MACROPHAGE CELLS] IN [STROMA]_HE",1
"TOTAL [MACROPHAGE CELLS] IN [TUMOR]_HE",1
"TOTAL [PLASMA CELLS] IN [EPITHELIAL]_HE",1
"TOTAL [PLASMA CELLS] IN [ESI_0080]_HE",9
"TOTAL [PLASMA CELLS] IN [STROMA]_HE",9
"TOTAL [PLASMA CELLS] IN [TUMOR]_HE",9
